"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"2","0.348752","192.168.1.19","157.240.23.53","TLSv1.2","123","Application Data"
"3","0.358841","157.240.23.53","192.168.1.19","TCP","56","443  >  49795 [ACK] Seq=1 Ack=70 Win=358 Len=0"
"4","0.552931","157.240.23.53","192.168.1.19","TLSv1.2","125","Application Data"
"5","0.595619","192.168.1.19","157.240.23.53","TCP","54","49795  >  443 [ACK] Seq=70 Ack=72 Win=514 Len=0"
"6","0.716741","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"8","1.126938","192.168.1.19","54.255.187.139","UDP","492","57727  >  1053 Len=1930"
"11","1.582294","142.250.182.46","192.168.1.19","UDP","79","443  >  58785 Len=37"
"12","1.584049","192.168.1.19","142.250.182.46","UDP","75","58785  >  443 Len=33"
"14","1.588990","192.168.1.19","54.179.212.40","UDP","492","57728  >  1053 Len=1930"
"15","1.709061","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"16","1.709354","192.168.1.19","142.250.71.14","UDP","1046","53677  >  443 Len=1004"
"17","1.713662","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"18","1.727135","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"19","1.788499","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"20","1.792759","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"21","1.929109","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"22","1.932296","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"23","2.006262","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"24","2.013154","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"25","2.092585","142.250.71.14","192.168.1.19","UDP","532","443  >  53677 Len=490"
"26","2.093884","142.250.71.14","192.168.1.19","UDP","78","443  >  53677 Len=36"
"27","2.094025","142.250.71.14","192.168.1.19","UDP","282","443  >  53677 Len=240"
"28","2.094194","192.168.1.19","142.250.71.14","UDP","80","53677  >  443 Len=38"
"29","2.097607","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"30","2.098034","192.168.1.19","142.250.71.14","UDP","74","53677  >  443 Len=32"
"31","2.137468","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"32","2.178215","192.168.1.19","172.253.118.188","TCP","54","58632  >  5228 [ACK] Seq=1 Ack=336 Win=507 Len=0"
"33","2.225205","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"34","2.230907","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"35","2.252763","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"37","2.398190","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"38","2.398325","192.168.1.19","142.250.71.14","UDP","462","53677  >  443 Len=420"
"39","2.403340","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"40","2.412946","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"41","2.443858","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"42","2.448051","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"44","2.616271","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"45","2.619175","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"46","2.662543","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"47","2.667007","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"48","2.777976","142.250.71.14","192.168.1.19","UDP","327","443  >  53677 Len=285"
"49","2.778510","142.250.71.14","192.168.1.19","UDP","1287","443  >  53677 Len=1245"
"50","2.778510","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"51","2.778510","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"52","2.778510","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"53","2.778510","142.250.71.14","192.168.1.19","UDP","1264","443  >  53677 Len=1222"
"54","2.778653","192.168.1.19","142.250.71.14","UDP","76","53677  >  443 Len=34"
"55","2.779108","192.168.1.19","142.250.71.14","UDP","82","53677  >  443 Len=40"
"56","2.779376","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"57","2.779565","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"58","2.779751","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"59","2.780025","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"60","2.783505","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"61","2.879425","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"62","2.884052","142.250.182.46","192.168.1.19","UDP","67","443  >  58785 Len=25"
"63","2.969402","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"64","3.298917","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"65","3.311515","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"66","3.686322","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"67","3.856646","104.18.36.252","192.168.1.19","TLSv1.2","78","Application Data"
"68","3.856979","192.168.1.19","104.18.36.252","TLSv1.2","82","Application Data"
"69","3.860493","104.18.36.252","192.168.1.19","TCP","54","443  >  58711 [ACK] Seq=25 Ack=29 Win=10 Len=0"
"70","4.125686","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"71","4.129790","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"72","4.364257","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"73","4.406015","192.168.1.19","172.253.118.188","TCP","54","58632  >  5228 [ACK] Seq=1 Ack=671 Win=512 Len=0"
"74","4.505863","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"75","4.627331","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"76","4.627561","192.168.1.19","142.250.71.14","UDP","270","53677  >  443 Len=228"
"77","4.631703","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"78","4.640309","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"79","4.845105","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"80","4.848916","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"81","4.971013","142.250.71.14","192.168.1.19","UDP","1287","443  >  53677 Len=1245"
"82","4.971184","142.250.71.14","192.168.1.19","UDP","109","443  >  53677 Len=67"
"83","4.971252","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"84","4.971252","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"85","4.971448","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"86","4.971448","142.250.71.14","192.168.1.19","UDP","482","443  >  53677 Len=440"
"87","4.971906","192.168.1.19","142.250.71.14","UDP","81","53677  >  443 Len=39"
"88","4.972187","192.168.1.19","142.250.71.14","UDP","76","53677  >  443 Len=34"
"89","4.972428","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"90","4.972685","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"91","4.972916","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"92","4.975105","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"93","4.975105","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"94","4.975105","142.250.71.14","192.168.1.19","UDP","489","443  >  53677 Len=447"
"95","4.985354","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"96","5.222726","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"97","5.244749","157.240.23.53","192.168.1.19","TLSv1.2","142","Application Data"
"98","5.291440","192.168.1.19","157.240.23.53","TLSv1.2","126","Application Data"
"99","5.292994","157.240.23.53","192.168.1.19","TCP","56","443  >  49795 [ACK] Seq=160 Ack=142 Win=358 Len=0"
"100","5.730789","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"101","5.735150","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"102","5.762566","54.169.5.36","192.168.1.19","TCP","54","80  >  57614 [ACK] Seq=1 Ack=1 Win=60 Len=0"
"103","5.762641","192.168.1.19","54.169.5.36","TCP","54","[TCP ACKed unseen segment] 57614  >  80 [ACK] Seq=1 Ack=2 Win=514 Len=0"
"104","6.041966","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"106","6.590413","192.168.1.19","54.255.187.139","UDP","492","59274  >  1053 Len=1930"
"107","6.758541","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"108","7.082154","192.168.1.19","54.255.193.226","TCP","66","59004  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"109","7.082634","192.168.1.19","54.169.7.73","TCP","1506","57613  >  80 [ACK] Seq=1 Ack=1 Win=515 Len=1452"
"113","7.084498","192.168.1.19","54.179.212.40","DNS","492","Standard query 0x0a04[Malformed Packet]"
"114","7.084498","192.168.1.19","54.179.212.40","UDP","492","59275  >  1053 Len=1930"
"115","7.084554","54.169.7.73","192.168.1.19","TCP","56","80  >  57613 [ACK] Seq=1 Ack=1941 Win=346 Len=0"
"117","7.119182","192.168.1.19","54.255.193.226","TCP","54","59004  >  80 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"119","7.119856","192.168.1.19","54.255.193.226","TCP","1506","59004  >  80 [ACK] Seq=284 Ack=1 Win=132096 Len=1452 [TCP PDU reassembled in 120]"
"120","7.119856","192.168.1.19","54.255.193.226","HTTP","652","POST /cloudquery.php HTTP/1.1 "
"121","7.122079","54.255.193.226","192.168.1.19","TCP","54","80  >  59004 [ACK] Seq=1 Ack=284 Win=30720 Len=0"
"122","7.122981","54.255.193.226","192.168.1.19","TCP","54","80  >  59004 [ACK] Seq=1 Ack=2334 Win=34816 Len=0"
"123","7.124046","54.179.212.40","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"126","7.126373","192.168.1.19","54.179.212.40","DNS","492","Standard query 0x0a04[Malformed Packet]"
"127","7.162200","54.255.193.226","192.168.1.19","HTTP","638","HTTP/1.1 200 OK "
"129","7.164159","54.179.212.40","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"131","7.165294","192.168.1.19","54.255.187.139","DNS","492","Standard query 0x0a04[Malformed Packet]"
"132","7.168954","192.168.1.19","54.169.7.73","TCP","54","57613  >  80 [ACK] Seq=1941 Ack=285 Win=513 Len=0"
"134","7.200710","192.168.1.19","54.255.193.226","TCP","54","59004  >  80 [ACK] Seq=2335 Ack=586 Win=131328 Len=0"
"135","7.204673","54.255.187.139","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"137","7.205392","192.168.1.19","54.255.187.139","DNS","492","Standard query 0x0a04[Malformed Packet]"
"138","7.242520","54.255.187.139","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"139","7.475241","192.168.1.4","192.168.1.255","SMB Mailslot","248","Write Mail Slot"
"140","7.577940","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"141","8.295064","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"142","8.334625","142.250.182.46","192.168.1.19","UDP","79","443  >  58785 Len=37"
"143","8.336692","192.168.1.19","142.250.182.46","UDP","75","58785  >  443 Len=33"
"145","8.541878","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"146","8.546105","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"147","8.680757","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"148","8.680757","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"149","8.680930","192.168.1.19","172.253.118.188","TCP","54","58632  >  5228 [ACK] Seq=1 Ack=1341 Win=510 Len=0"
"150","8.758561","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"151","8.762480","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"152","8.948239","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"153","8.948477","192.168.1.19","142.250.71.14","UDP","298","53677  >  443 Len=256"
"154","8.953189","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"155","8.960380","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"156","8.976295","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"157","8.980195","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"158","9.113779","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"159","9.164893","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"160","9.168588","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"161","9.195616","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"162","9.200383","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"163","9.310096","142.250.71.14","192.168.1.19","UDP","1287","443  >  53677 Len=1245"
"164","9.310096","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"165","9.310096","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"166","9.310096","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"167","9.310357","142.250.71.14","192.168.1.19","UDP","331","443  >  53677 Len=289"
"168","9.310447","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"169","9.310447","142.250.71.14","192.168.1.19","UDP","394","443  >  53677 Len=352"
"170","9.310663","192.168.1.19","142.250.71.14","UDP","81","53677  >  443 Len=39"
"171","9.310809","192.168.1.19","142.250.71.14","UDP","76","53677  >  443 Len=34"
"172","9.310900","192.168.1.19","142.250.71.14","UDP","74","53677  >  443 Len=32"
"173","9.314570","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"174","9.414682","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"175","9.419370","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"176","9.633226","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"177","9.637461","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"178","9.730244","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"179","9.772982","192.168.1.19","172.253.118.188","TCP","54","58632  >  5228 [ACK] Seq=1 Ack=1676 Win=509 Len=0"
"180","9.830692","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"181","9.994749","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"182","9.995029","192.168.1.19","142.250.71.14","UDP","342","53677  >  443 Len=300"
"183","9.998608","142.250.71.14","192.168.1.19","UDP","72","443  >  53677 Len=30"
"184","10.006044","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"185","10.052668","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"186","10.068049","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"187","10.209937","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"188","10.213661","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"189","10.345485","142.250.71.14","192.168.1.19","UDP","1287","443  >  53677 Len=1245"
"190","10.345485","142.250.71.14","192.168.1.19","UDP","109","443  >  53677 Len=67"
"191","10.350733","142.250.71.14","192.168.1.19","UDP","270","443  >  53677 Len=228"
"192","10.350915","192.168.1.19","142.250.71.14","UDP","80","53677  >  443 Len=38"
"193","10.354538","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"194","10.354832","192.168.1.19","142.250.71.14","UDP","74","53677  >  443 Len=32"
"195","10.547195","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"196","10.869931","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"197","10.874406","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"198","11.571535","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"200","11.606807","192.168.1.19","54.255.187.139","UDP","492","49886  >  1053 Len=1930"
"202","12.094442","192.168.1.19","54.179.212.40","UDP","492","49887  >  1053 Len=1930"
"203","12.126565","zte_b3:68:ac","Intel_12:62:ae","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"204","12.126600","Intel_12:62:ae","zte_b3:68:ac","ARP","42","192.168.1.19 is at 90:61:ae:12:62:ae"
"205","12.390461","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"206","12.483797","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"207","12.488081","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"208","12.672484","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"209","12.716017","192.168.1.19","172.253.118.188","TCP","54","58632  >  5228 [ACK] Seq=1 Ack=2011 Win=507 Len=0"
"210","12.937937","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"211","12.938173","192.168.1.19","142.250.71.14","UDP","323","53677  >  443 Len=281"
"212","12.941770","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"213","12.949049","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"214","13.107189","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"215","13.153274","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"216","13.159605","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"217","13.264508","142.250.71.14","192.168.1.19","UDP","1287","443  >  53677 Len=1245"
"218","13.264508","142.250.71.14","192.168.1.19","UDP","99","443  >  53677 Len=57"
"219","13.266610","192.168.1.19","142.250.71.14","UDP","80","53677  >  443 Len=38"
"220","13.269703","142.250.71.14","192.168.1.19","UDP","84","443  >  53677 Len=42"
"221","13.269846","142.250.71.14","192.168.1.19","UDP","194","443  >  53677 Len=152"
"222","13.271216","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"223","13.926732","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"224","14.471959","157.240.23.53","192.168.1.19","TLSv1.2","153","Application Data"
"225","14.507374","192.168.1.19","157.240.23.53","TLSv1.2","140","Application Data"
"226","14.508915","157.240.23.53","192.168.1.19","TCP","56","443  >  49795 [ACK] Seq=259 Ack=228 Win=358 Len=0"
"227","14.643375","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"228","14.770607","192.168.1.19","172.64.151.4","TCP","55","58675  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP PDU reassembled in 964]"
"229","14.774530","172.64.151.4","192.168.1.19","TCP","66","443  >  58675 [ACK] Seq=1 Ack=2 Win=11 Len=0 SLE=1 SRE=2"
"230","15.360310","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"231","15.692485","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"232","15.697252","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"233","16.179605","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"234","16.576633","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"235","16.576890","192.168.1.19","142.250.71.14","UDP","1059","53677  >  443 Len=1017"
"236","16.582254","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"237","16.595223","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"238","16.797217","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"239","16.801130","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"240","16.896331","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"241","16.958973","142.250.71.14","192.168.1.19","UDP","532","443  >  53677 Len=490"
"242","16.959341","142.250.71.14","192.168.1.19","UDP","178","443  >  53677 Len=136"
"243","16.961088","192.168.1.19","142.250.71.14","UDP","80","53677  >  443 Len=38"
"244","16.965693","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"246","17.087912","192.168.1.19","54.255.187.139","UDP","492","62581  >  1053 Len=1930"
"247","17.472715","192.168.1.19","20.249.168.121","TLSv1.2","111","Application Data"
"248","17.572777","20.249.168.121","192.168.1.19","TLSv1.2","100","Application Data"
"249","17.572917","192.168.1.19","54.169.7.73","TCP","1506","57613  >  80 [ACK] Seq=1941 Ack=285 Win=513 Len=1452"
"251","17.574114","192.168.1.19","54.255.193.226","TCP","66","59005  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"253","17.574718","192.168.1.19","54.179.212.40","DNS","492","Standard query 0x0a04[Malformed Packet]"
"254","17.575342","54.169.7.73","192.168.1.19","TCP","56","80  >  57613 [ACK] Seq=285 Ack=3881 Win=346 Len=0"
"256","17.575540","192.168.1.19","54.179.212.40","UDP","492","62583  >  1053 Len=1930"
"258","17.614262","54.179.212.40","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"259","17.614400","192.168.1.19","54.255.193.226","TCP","54","59005  >  80 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"261","17.614893","192.168.1.19","54.255.193.226","TCP","1506","59005  >  80 [ACK] Seq=284 Ack=1 Win=132096 Len=1452 [TCP PDU reassembled in 262]"
"262","17.614893","192.168.1.19","54.255.193.226","HTTP","652","POST /cloudquery.php HTTP/1.1 "
"264","17.615475","192.168.1.19","54.179.212.40","DNS","492","Standard query 0x0a04[Malformed Packet]"
"266","17.621233","54.255.193.226","192.168.1.19","TCP","54","80  >  59005 [ACK] Seq=1 Ack=284 Win=30720 Len=0"
"267","17.621233","54.255.193.226","192.168.1.19","TCP","54","80  >  59005 [ACK] Seq=1 Ack=2334 Win=34816 Len=0"
"268","17.621476","192.168.1.19","20.249.168.121","TCP","54","57617  >  443 [ACK] Seq=58 Ack=47 Win=514 Len=0"
"269","17.655363","54.179.212.40","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"271","17.656429","192.168.1.19","54.255.187.139","DNS","492","Standard query 0x0a04[Malformed Packet]"
"272","17.658789","54.255.193.226","192.168.1.19","HTTP","638","HTTP/1.1 200 OK "
"274","17.667456","192.168.1.19","54.169.7.73","TCP","54","57613  >  80 [ACK] Seq=3881 Ack=569 Win=512 Len=0"
"275","17.693285","54.255.193.226","192.168.1.19","TCP","54","80  >  59005 [ACK] Seq=585 Ack=2335 Win=34816 Len=0"
"276","17.693669","54.255.187.139","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"278","17.694612","192.168.1.19","54.255.187.139","DNS","492","Standard query 0x0a04[Malformed Packet]"
"280","17.697484","192.168.1.19","54.255.193.226","TCP","54","59005  >  80 [ACK] Seq=2335 Ack=586 Win=131328 Len=0"
"281","17.719445","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"282","17.726166","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"283","17.731256","54.255.187.139","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"284","17.765800","157.240.23.53","192.168.1.19","TLSv1.2","142","Application Data"
"285","17.775467","192.168.1.19","172.253.118.188","TCP","54","58632  >  5228 [ACK] Seq=1 Ack=2346 Win=512 Len=0"
"286","17.775935","192.168.1.19","4.186.13.244","TLSv1.2","104","Application Data"
"287","17.778081","192.168.1.19","157.240.23.53","TLSv1.2","126","Application Data"
"288","17.780191","157.240.23.53","192.168.1.19","TCP","56","443  >  49795 [ACK] Seq=347 Ack=300 Win=358 Len=0"
"289","17.781427","192.168.1.19","202.88.152.8","DNS","75","Standard query 0x14b4 A ssl.gstatic.com"
"290","17.781791","192.168.1.19","202.88.152.8","DNS","75","Standard query 0x8730 HTTPS ssl.gstatic.com"
"291","17.783235","202.88.152.8","192.168.1.19","DNS","202","Standard query response 0x14b4 A ssl.gstatic.com A 142.250.196.35 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.36.10"
"292","17.785670","202.88.152.8","192.168.1.19","DNS","132","Standard query response 0x8730 HTTPS ssl.gstatic.com SOA ns1.google.com"
"298","17.792530","4.186.13.244","192.168.1.19","TLSv1.2","93","Application Data"
"302","17.836713","192.168.1.19","4.186.13.244","TCP","54","49793  >  443 [ACK] Seq=51 Ack=40 Win=513 Len=0"
"305","17.836942","142.250.196.35","192.168.1.19","QUIC","346","Protected Payload (KP0)"
"306","17.836942","142.250.196.35","192.168.1.19","QUIC","986","Protected Payload (KP0)"
"307","17.836942","142.250.196.35","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"308","17.836942","142.250.196.35","192.168.1.19","QUIC","64","Protected Payload (KP0)"
"312","17.852380","142.250.196.35","192.168.1.19","QUIC","162","Protected Payload (KP0)"
"314","17.863334","142.250.196.35","192.168.1.19","QUIC","570","Protected Payload (KP0)"
"316","17.883470","142.250.196.35","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"317","17.979534","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"318","17.979645","192.168.1.19","142.250.71.14","UDP","316","53677  >  443 Len=274"
"319","17.984920","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"320","17.986205","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"321","17.986468","192.168.1.19","142.250.71.14","UDP","74","53677  >  443 Len=32"
"322","18.195488","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"323","18.198399","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"324","18.338424","192.168.1.19","157.240.23.53","TLSv1.2","123","Application Data"
"325","18.340402","157.240.23.53","192.168.1.19","TCP","56","443  >  49795 [ACK] Seq=347 Ack=369 Win=358 Len=0"
"326","18.365880","142.250.71.14","192.168.1.19","UDP","300","443  >  53677 Len=258"
"327","18.366052","142.250.71.14","192.168.1.19","UDP","1287","443  >  53677 Len=1245"
"328","18.366052","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"329","18.366052","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"330","18.366052","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"331","18.366052","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"332","18.366052","142.250.71.14","192.168.1.19","UDP","400","443  >  53677 Len=358"
"333","18.366488","192.168.1.19","142.250.71.14","UDP","76","53677  >  443 Len=34"
"334","18.367070","192.168.1.19","142.250.71.14","UDP","82","53677  >  443 Len=40"
"335","18.367279","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
